,zip,state_x,total,below40,i40_45,i45_50,plus50,s_black,s_hispanic,s_asian,s_unknown,s_other,s_nativeAmerican,s_female,s_male,plus50sum,plus50count,state_y,ratio,ratio_err,std3,r_minus_3std,ratio_minus_std,ratio_rank,rmstd_rank,trunc_zip,new_zip
0,0,OH,3,0,0,0,3,1,1,1,2,0,0,0,1,,,,,,,,,,,,
1,3901,ME,15,0,2,5,8,2,4,5,1,0,0,6,8,31.0,45.0,ME,0.6888888888888889,0.06901223525245698,0.20703670575737093,0.48185218313151795,0.619876653636432,107.0,99.0,3901,<generator object <genexpr> at 0x7f6fbe722a50>
2,3902,ME,2,0,0,1,1,0,0,1,0,0,0,1,1,5.0,7.0,ME,0.7142857142857143,0.17074694419062766,0.512240832571883,0.20204488171383128,0.5435387700950867,,,3902,<generator object <genexpr> at 0x7f6fbe722a50>
3,3903,ME,9,1,1,2,5,0,4,5,1,0,0,4,4,27.0,30.0,ME,0.9,0.0547722557505166,0.1643167672515498,0.7356832327484502,0.8452277442494834,43.5,42.0,3903,<generator object <genexpr> at 0x7f6fbe722a50>
4,3904,ME,10,0,0,1,9,1,4,2,0,0,0,4,6,22.0,24.0,ME,0.9166666666666666,0.05641693336552753,0.16925080009658258,0.7474158665700841,0.8602497333011391,36.0,39.0,3904,<generator object <genexpr> at 0x7f6fbe722a50>
5,3905,ME,1,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,
6,3906,ME,8,1,1,2,4,0,3,2,1,0,0,3,4,23.0,28.0,ME,0.8214285714285714,0.07237888244444445,0.21713664733333332,0.604291924095238,0.7490496889841269,74.5,74.5,3906,<generator object <genexpr> at 0x7f6fbe722a50>
7,3908,ME,10,0,0,0,10,1,4,3,1,0,0,7,2,31.0,41.0,ME,0.7560975609756098,0.06706641034558605,0.20119923103675816,0.5548983299388516,0.6890311506300237,95.5,88.5,3908,<generator object <genexpr> at 0x7f6fbe722a50>
8,3909,ME,7,1,0,1,5,0,3,4,0,0,0,4,3,30.0,32.0,ME,0.9375,0.0427908248050911,0.1283724744152733,0.8091275255847267,0.8947091751949089,22.5,28.0,3909,<generator object <genexpr> at 0x7f6fbe722a50>
9,3910,ME,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,
10,4001,ME,1,0,0,1,0,0,1,0,0,0,0,0,1,3.0,5.0,ME,0.6,0.21908902300206645,0.6572670690061994,-0.05726706900619938,0.3809109769979335,,,4001,<generator object <genexpr> at 0x7f6fbe722a50>
11,4002,ME,3,0,0,1,2,0,2,0,1,0,0,0,2,17.0,20.0,ME,0.85,0.07984359711335658,0.23953079134006972,0.6104692086599303,0.7701564028866434,63.0,69.0,4002,<generator object <genexpr> at 0x7f6fbe722a50>
12,4005,ME,52,1,2,3,46,5,21,8,7,0,0,26,19,205.0,229.0,ME,0.8951965065502183,0.020240877098651675,0.060722631295955024,0.8344738752542633,0.8749556294515667,45.0,36.0,4005,<generator object <genexpr> at 0x7f6fbe722a50>
13,4008,ME,5,0,1,0,4,0,4,0,1,0,0,3,1,4.0,8.0,ME,0.5,0.1767766952966369,0.5303300858899107,-0.030330085889910707,0.32322330470336313,,,4008,<generator object <genexpr> at 0x7f6fbe722a50>
14,4009,ME,3,0,0,1,2,0,2,1,0,0,0,2,1,13.0,17.0,ME,0.7647058823529411,0.10287936849355367,0.308638105480661,0.4560677768722801,0.6618265138593875,94.0,94.0,4009,<generator object <genexpr> at 0x7f6fbe722a50>
15,4011,ME,46,2,2,2,40,7,21,4,5,0,0,23,18,365.0,378.0,ME,0.9656084656084656,0.00937303866661434,0.02811911599984302,0.9374893496086225,0.9562354269418513,8.0,6.0,4011,<generator object <genexpr> at 0x7f6fbe722a50>
16,4014,ME,1,0,0,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,
17,4020,ME,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,
18,4021,ME,3,0,0,0,3,0,2,0,0,0,0,1,2,21.0,29.0,ME,0.7241379310344828,0.08299609211231936,0.24898827633695808,0.4751496546975247,0.6411418389221634,100.0,97.0,4021,<generator object <genexpr> at 0x7f6fbe722a50>
19,4027,ME,5,0,1,1,3,1,3,0,0,0,0,1,4,8.0,11.0,ME,0.7272727272727273,0.13428162652290843,0.4028448795687253,0.324427847704002,0.5929911007498189,98.5,105.5,4027,<generator object <genexpr> at 0x7f6fbe722a50>
20,4032,ME,23,1,0,4,18,2,2,15,3,0,0,12,8,84.0,100.0,ME,0.84,0.03666060555964673,0.10998181667894019,0.7300181833210597,0.8033393944403533,68.0,62.0,4032,<generator object <genexpr> at 0x7f6fbe722a50>
21,4037,ME,1,0,0,0,1,0,0,1,0,0,0,1,0,9.0,12.0,ME,0.75,0.125,0.375,0.375,0.625,97.0,98.0,4037,<generator object <genexpr> at 0x7f6fbe722a50>
22,4038,ME,24,1,1,3,19,4,3,10,5,0,0,7,12,155.0,166.0,ME,0.9337349397590361,0.019306344863835766,0.057919034591507296,0.8758159051675288,0.9144285948952003,24.0,22.0,4038,<generator object <genexpr> at 0x7f6fbe722a50>
23,4039,ME,4,0,0,2,2,0,1,0,0,0,0,0,4,19.0,24.0,ME,0.7916666666666666,0.08289816934939807,0.2486945080481942,0.5429721586184724,0.7087684973172685,87.0,84.0,4039,<generator object <genexpr> at 0x7f6fbe722a50>
24,4040,ME,1,0,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,ME,1.0,0.0,0.0,1.0,1.0,,,4040,<generator object <genexpr> at 0x7f6fbe722a50>
25,4041,ME,2,0,0,0,2,1,0,0,1,0,0,1,0,1.0,1.0,ME,1.0,0.0,0.0,1.0,1.0,,,4041,<generator object <genexpr> at 0x7f6fbe722a50>
26,4043,ME,6,0,1,0,5,0,4,0,1,0,1,2,3,14.0,22.0,ME,0.6363636363636364,0.10255928633050294,0.30767785899150885,0.3286857773721275,0.5338043500331334,109.0,109.0,4043,<generator object <genexpr> at 0x7f6fbe722a50>
27,4046,ME,24,1,1,3,19,8,3,9,2,0,0,13,9,34.0,38.0,ME,0.8947368421052632,0.049784489627732485,0.14935346888319745,0.7453833732220657,0.8449523524775306,46.5,43.0,4046,<generator object <genexpr> at 0x7f6fbe722a50>
28,4048,ME,2,1,0,0,1,1,1,0,0,0,0,0,2,6.0,6.0,ME,1.0,0.0,0.0,1.0,1.0,,,4048,<generator object <genexpr> at 0x7f6fbe722a50>
29,4049,ME,5,0,0,1,4,0,4,0,0,0,0,3,2,3.0,3.0,ME,1.0,0.0,0.0,1.0,1.0,,,4049,<generator object <genexpr> at 0x7f6fbe722a50>
30,4054,ME,1,0,0,0,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,
31,4055,ME,2,0,0,1,1,0,0,2,0,0,0,1,1,4.0,5.0,ME,0.8,0.17888543819998315,0.5366563145999494,0.2633436854000506,0.6211145618000169,,,4055,<generator object <genexpr> at 0x7f6fbe722a50>
32,4056,ME,1,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,
33,4061,ME,3,1,0,2,0,0,2,0,0,0,0,1,2,2.0,2.0,ME,1.0,0.0,0.0,1.0,1.0,,,4061,<generator object <genexpr> at 0x7f6fbe722a50>
34,4062,ME,17,1,1,4,11,3,2,0,3,0,1,5,9,44.0,55.0,ME,0.8,0.053935988997059356,0.16180796699117805,0.638192033008822,0.7460640110029407,85.5,78.0,4062,<generator object <genexpr> at 0x7f6fbe722a50>
35,4063,ME,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,
36,4064,ME,28,2,0,3,23,6,12,0,2,0,1,11,15,89.0,97.0,ME,0.9175257731958762,0.02793073699796225,0.08379221099388674,0.8337335622019895,0.889595036197914,33.0,30.0,4064,<generator object <genexpr> at 0x7f6fbe722a50>
37,4068,ME,2,0,0,0,2,1,0,0,2,0,0,0,0,1.0,1.0,ME,1.0,0.0,0.0,1.0,1.0,,,4068,<generator object <genexpr> at 0x7f6fbe722a50>
38,4070,ME,2,1,0,1,0,0,1,1,0,0,0,0,2,,,,,,,,,,,,
39,4071,ME,1,0,0,1,0,0,1,0,0,0,0,0,1,6.0,8.0,ME,0.75,0.15309310892394862,0.45927932677184585,0.29072067322815415,0.5969068910760513,,,4071,<generator object <genexpr> at 0x7f6fbe722a50>
40,4072,ME,51,4,0,6,41,10,14,15,5,0,0,19,27,174.0,199.0,ME,0.8743718592964824,0.023494435454402374,0.07048330636320713,0.8038885529332753,0.8508774238420801,53.0,40.0,4072,<generator object <genexpr> at 0x7f6fbe722a50>
41,4073,ME,56,1,1,8,46,0,8,32,12,0,0,21,23,157.0,180.0,ME,0.8722222222222222,0.024883128742622933,0.07464938622786879,0.7975728359943535,0.8473390934795993,54.0,41.0,4073,<generator object <genexpr> at 0x7f6fbe722a50>
42,4074,ME,94,0,1,19,74,8,16,63,10,0,0,35,49,294.0,350.0,ME,0.84,0.01959591794226543,0.05878775382679629,0.7812122461732037,0.8204040820577345,68.0,55.0,4074,<generator object <genexpr> at 0x7f6fbe722a50>
43,4079,ME,1,0,0,1,0,0,1,0,0,0,0,0,1,4.0,4.0,ME,1.0,0.0,0.0,1.0,1.0,,,4079,<generator object <genexpr> at 0x7f6fbe722a50>
44,4083,ME,12,0,0,2,10,1,1,3,1,0,0,7,4,16.0,18.0,ME,0.8888888888888888,0.07407407407407407,0.2222222222222222,0.6666666666666666,0.8148148148148148,49.5,58.5,4083,<generator object <genexpr> at 0x7f6fbe722a50>
45,4084,ME,7,0,0,4,3,0,5,1,1,0,0,1,5,20.0,24.0,ME,0.8333333333333334,0.07607257743127306,0.2282177322938192,0.6051156010395142,0.7572607559020603,71.0,73.0,4084,<generator object <genexpr> at 0x7f6fbe722a50>
46,4085,ME,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,2.0,ME,0.5,0.3535533905932738,1.0606601717798214,-0.5606601717798214,0.1464466094067262,,,4085,<generator object <genexpr> at 0x7f6fbe722a50>
47,4086,ME,29,1,3,4,21,2,11,4,0,0,0,13,16,100.0,122.0,ME,0.819672131147541,0.03480740082501644,0.10442220247504932,0.7152499286724917,0.7848647303225246,76.0,68.0,4086,<generator object <genexpr> at 0x7f6fbe722a50>
48,4087,ME,1,0,0,0,1,0,1,0,0,0,0,1,0,4.0,5.0,ME,0.8,0.17888543819998315,0.5366563145999494,0.2633436854000506,0.6211145618000169,,,4087,<generator object <genexpr> at 0x7f6fbe722a50>
49,4090,ME,4,0,0,1,3,0,2,1,0,0,0,3,1,15.0,21.0,ME,0.7142857142857143,0.0985807941917649,0.29574238257529467,0.41854333171041963,0.6157049200939494,103.5,103.0,4090,<generator object <genexpr> at 0x7f6fbe722a50>
50,4092,ME,171,1,5,7,158,37,46,49,19,0,0,87,65,536.0,585.0,ME,0.9162393162393162,0.011453721943246557,0.03436116582973967,0.8818781504095765,0.9047855942960696,39.0,26.0,4092,<generator object <genexpr> at 0x7f6fbe722a50>
51,4093,ME,7,0,2,1,4,0,5,2,0,0,0,3,4,22.0,27.0,ME,0.8148148148148148,0.07475679886660473,0.22427039659981418,0.5905444182150006,0.7400580159482101,80.0,80.0,4093,<generator object <genexpr> at 0x7f6fbe722a50>
52,4096,ME,19,0,0,3,16,0,1,11,4,0,0,6,9,66.0,76.0,ME,0.868421052631579,0.038774979720690904,0.1163249391620727,0.7520961134695063,0.8296460729108881,56.0,50.0,4096,<generator object <genexpr> at 0x7f6fbe722a50>
53,4097,ME,2,1,0,0,1,1,0,0,0,0,0,1,1,7.0,8.0,ME,0.875,0.11692679333668567,0.350780380010057,0.5242196199899429,0.7580732066633143,,,4097,<generator object <genexpr> at 0x7f6fbe722a50>
54,4101,ME,160,1,0,3,156,59,29,41,25,0,0,74,61,862.0,904.0,ME,0.9535398230088495,0.0070004447508128405,0.02100133425243852,0.932538488756411,0.9465393782580367,16.0,10.0,4101,<generator object <genexpr> at 0x7f6fbe722a50>
55,4102,ME,182,0,2,15,165,29,38,76,23,0,0,74,85,591.0,628.0,ME,0.9410828025477707,0.009396262410532532,0.028188787231597595,0.9128940153161731,0.9316865401372382,20.0,14.0,4102,<generator object <genexpr> at 0x7f6fbe722a50>
56,4103,ME,292,4,1,12,275,70,37,135,42,0,0,124,126,1140.0,1201.0,ME,0.9492089925062448,0.006335820022969996,0.01900746006890999,0.9302015324373348,0.9428731724832748,17.0,12.0,4103,<generator object <genexpr> at 0x7f6fbe722a50>
57,4104,ME,18,0,0,2,16,11,2,0,5,0,0,4,9,,,,,,,,,,,,
58,4105,ME,62,4,2,7,49,11,17,23,7,0,0,25,30,112.0,130.0,ME,0.8615384615384616,0.030292159537564322,0.09087647861269296,0.7706619829257686,0.8312463020008972,60.0,49.0,4105,<generator object <genexpr> at 0x7f6fbe722a50>
59,4106,ME,145,2,4,19,120,13,22,86,23,0,0,57,65,490.0,537.0,ME,0.9124767225325885,0.012195104901332911,0.036585314703998735,0.8758914078285898,0.9002816176312556,41.0,27.0,4106,<generator object <genexpr> at 0x7f6fbe722a50>
60,4107,ME,2,0,1,1,0,1,0,0,0,0,0,2,0,26.0,28.0,ME,0.9285714285714286,0.048670367419231926,0.14601110225769579,0.7825603263137328,0.8799010611521967,28.0,33.0,4107,<generator object <genexpr> at 0x7f6fbe722a50>
61,4110,ME,3,1,0,0,2,0,2,1,0,0,0,2,1,14.0,18.0,ME,0.7777777777777778,0.09799078929868854,0.2939723678960656,0.48380540988171217,0.6797869884790892,90.5,90.5,4110,<generator object <genexpr> at 0x7f6fbe722a50>
62,4112,ME,2,0,0,0,2,1,1,0,1,0,0,0,1,,,,,,,,,,,,
63,4116,ME,2,0,0,1,1,1,0,1,0,0,0,0,2,,,,,,,,,,,,
64,4210,ME,133,2,4,8,119,16,28,23,12,0,4,64,57,284.0,308.0,ME,0.922077922077922,0.015273505165701152,0.045820515497103455,0.8762574065808186,0.9068044169122209,31.0,24.0,4210,<generator object <genexpr> at 0x7f6fbe722a50>
65,4212,ME,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,
66,4217,ME,2,0,0,1,1,0,1,1,0,0,0,1,1,5.0,5.0,ME,1.0,0.0,0.0,1.0,1.0,,,4217,<generator object <genexpr> at 0x7f6fbe722a50>
67,4220,ME,3,1,0,0,2,1,0,0,0,0,0,2,1,3.0,5.0,ME,0.6,0.21908902300206645,0.6572670690061994,-0.05726706900619938,0.3809109769979335,,,4220,<generator object <genexpr> at 0x7f6fbe722a50>
68,4224,ME,2,0,0,1,1,0,0,0,1,0,0,1,0,3.0,3.0,ME,1.0,0.0,0.0,1.0,1.0,,,4224,<generator object <genexpr> at 0x7f6fbe722a50>
69,4236,ME,2,0,0,0,2,0,1,0,0,0,0,1,1,7.0,8.0,ME,0.875,0.11692679333668567,0.350780380010057,0.5242196199899429,0.7580732066633143,,,4236,<generator object <genexpr> at 0x7f6fbe722a50>
70,4238,ME,2,1,0,0,1,0,1,0,0,0,0,0,2,6.0,7.0,ME,0.8571428571428571,0.13226001425322165,0.39678004275966494,0.46036281438319215,0.7248828428896354,,,4238,<generator object <genexpr> at 0x7f6fbe722a50>
71,4239,ME,5,0,0,1,4,2,3,0,0,0,0,2,3,14.0,18.0,ME,0.7777777777777778,0.09799078929868854,0.2939723678960656,0.48380540988171217,0.6797869884790892,90.5,90.5,4239,<generator object <genexpr> at 0x7f6fbe722a50>
72,4240,ME,163,2,3,11,147,44,48,14,13,0,1,72,78,790.0,823.0,ME,0.959902794653706,0.0068386560706491135,0.02051596821194734,0.9393868264417586,0.9530641385830568,14.0,7.0,4240,<generator object <genexpr> at 0x7f6fbe722a50>
73,4243,ME,1,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,
74,4250,ME,2,0,0,0,2,0,0,1,0,0,0,2,0,7.0,12.0,ME,0.5833333333333334,0.14231876063832774,0.42695628191498325,0.15637705141835012,0.44101457269500566,110.0,110.0,4250,<generator object <genexpr> at 0x7f6fbe722a50>
75,4252,ME,10,1,0,0,9,3,1,2,3,0,0,2,5,14.0,15.0,ME,0.9333333333333333,0.06440611887195304,0.19321835661585912,0.7401149767174742,0.8689272144613803,25.5,37.5,4252,<generator object <genexpr> at 0x7f6fbe722a50>
76,4253,ME,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,4.0,ME,0.75,0.21650635094610965,0.649519052838329,0.100480947161671,0.5334936490538904,,,4253,<generator object <genexpr> at 0x7f6fbe722a50>
77,4254,ME,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0,3.0,ME,0.6666666666666666,0.2721655269759087,0.816496580927726,-0.1498299142610594,0.39450113969075795,,,4254,<generator object <genexpr> at 0x7f6fbe722a50>
78,4255,ME,1,0,1,0,0,0,1,0,0,0,0,0,1,1.0,1.0,ME,1.0,0.0,0.0,1.0,1.0,,,4255,<generator object <genexpr> at 0x7f6fbe722a50>
79,4256,ME,2,0,0,0,2,0,2,0,0,0,0,0,2,4.0,5.0,ME,0.8,0.17888543819998315,0.5366563145999494,0.2633436854000506,0.6211145618000169,,,4256,<generator object <genexpr> at 0x7f6fbe722a50>
80,4257,ME,1,0,0,1,0,0,1,0,0,0,0,0,1,4.0,5.0,ME,0.8,0.17888543819998315,0.5366563145999494,0.2633436854000506,0.6211145618000169,,,4257,<generator object <genexpr> at 0x7f6fbe722a50>
81,4258,ME,5,0,1,2,2,0,3,0,0,0,0,2,3,13.0,13.0,ME,1.0,0.0,0.0,1.0,1.0,2.0,2.0,4258,<generator object <genexpr> at 0x7f6fbe722a50>
82,4259,ME,4,0,0,0,4,0,4,0,0,0,0,3,1,9.0,11.0,ME,0.8181818181818182,0.11629129983033294,0.34887389949099884,0.4693079186908194,0.7018905183514853,78.0,86.0,4259,<generator object <genexpr> at 0x7f6fbe722a50>
83,4260,ME,2,0,1,0,1,0,1,0,0,0,0,1,1,11.0,13.0,ME,0.8461538461538461,0.10006825162892168,0.300204754886765,0.5459490912670811,0.7460855945249245,65.0,77.0,4260,<generator object <genexpr> at 0x7f6fbe722a50>
84,4266,ME,3,0,1,1,1,0,3,0,0,0,0,1,2,,,,,,,,,,,,
85,4274,ME,5,0,1,1,3,0,3,0,0,0,1,3,2,6.0,10.0,ME,0.6,0.15491933384829668,0.46475800154489,0.13524199845510998,0.4450806661517033,,,4274,<generator object <genexpr> at 0x7f6fbe722a50>
86,4276,ME,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0,3.0,ME,0.6666666666666666,0.2721655269759087,0.816496580927726,-0.1498299142610594,0.39450113969075795,,,4276,<generator object <genexpr> at 0x7f6fbe722a50>
87,4280,ME,4,1,0,0,3,1,3,0,0,0,0,1,3,4.0,5.0,ME,0.8,0.17888543819998315,0.5366563145999494,0.2633436854000506,0.6211145618000169,,,4280,<generator object <genexpr> at 0x7f6fbe722a50>
88,4281,ME,6,0,0,1,5,1,4,0,0,0,0,3,3,11.0,16.0,ME,0.6875,0.11587810136086973,0.3476343040826092,0.3398656959173908,0.5716218986391303,108.0,107.0,4281,<generator object <genexpr> at 0x7f6fbe722a50>
89,4282,ME,7,0,1,2,4,0,7,0,0,0,0,4,3,26.0,32.0,ME,0.8125,0.06899813176818631,0.20699439530455893,0.605505604695441,0.7435018682318137,81.5,79.0,4282,<generator object <genexpr> at 0x7f6fbe722a50>
90,4288,ME,1,0,0,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,
91,4289,ME,1,0,1,0,0,0,1,0,0,0,0,0,1,2.0,3.0,ME,0.6666666666666666,0.2721655269759087,0.816496580927726,-0.1498299142610594,0.39450113969075795,,,4289,<generator object <genexpr> at 0x7f6fbe722a50>
92,4292,ME,2,0,1,0,1,0,2,0,0,0,0,1,1,,,,,,,,,,,,
93,4294,ME,15,1,1,3,10,1,2,7,4,0,0,6,5,9.0,13.0,ME,0.6923076923076923,0.1280077375904375,0.38402321277131246,0.30828447953637983,0.5642999547172548,106.0,108.0,4294,<generator object <genexpr> at 0x7f6fbe722a50>
94,4330,ME,62,2,3,9,48,11,21,10,8,0,0,31,23,174.0,204.0,ME,0.8529411764705882,0.024796478042091914,0.07438943412627574,0.7785517423443125,0.8281446984284963,62.0,53.0,4330,<generator object <genexpr> at 0x7f6fbe722a50>
95,4332,ME,3,0,0,2,1,1,0,1,0,0,0,0,3,,,,,,,,,,,,
96,4345,ME,7,0,0,0,7,0,6,0,0,0,0,4,3,31.0,41.0,ME,0.7560975609756098,0.06706641034558605,0.20119923103675816,0.5548983299388516,0.6890311506300237,95.5,88.5,4345,<generator object <genexpr> at 0x7f6fbe722a50>
97,4346,ME,1,0,0,0,1,0,1,0,0,0,0,0,1,7.0,8.0,ME,0.875,0.11692679333668567,0.350780380010057,0.5242196199899429,0.7580732066633143,,,4346,<generator object <genexpr> at 0x7f6fbe722a50>
98,4347,ME,4,0,0,0,4,0,1,1,0,0,1,2,2,11.0,12.0,ME,0.9166666666666666,0.0797855923130282,0.2393567769390846,0.677309889727582,0.8368810743536385,36.0,45.5,4347,<generator object <genexpr> at 0x7f6fbe722a50>
99,4351,ME,7,0,0,0,7,0,0,5,2,0,0,3,2,11.0,12.0,ME,0.9166666666666666,0.0797855923130282,0.2393567769390846,0.677309889727582,0.8368810743536385,36.0,45.5,4351,<generator object <genexpr> at 0x7f6fbe722a50>
100,4354,ME,2,0,0,0,2,1,0,0,0,0,0,1,1,3.0,3.0,ME,1.0,0.0,0.0,1.0,1.0,,,4354,<generator object <genexpr> at 0x7f6fbe722a50>
101,4357,ME,2,0,0,0,2,0,2,0,0,0,0,2,0,1.0,1.0,ME,1.0,0.0,0.0,1.0,1.0,,,4357,<generator object <genexpr> at 0x7f6fbe722a50>
102,4358,ME,3,0,0,0,3,1,1,0,1,0,0,1,1,8.0,11.0,ME,0.7272727272727273,0.13428162652290843,0.4028448795687253,0.324427847704002,0.5929911007498189,98.5,105.5,4358,<generator object <genexpr> at 0x7f6fbe722a50>
103,4363,ME,2,0,0,0,2,0,2,0,0,0,0,2,0,5.0,6.0,ME,0.8333333333333334,0.15214515486254612,0.4564354645876384,0.376897868745695,0.6811881784707873,,,4363,<generator object <genexpr> at 0x7f6fbe722a50>
104,4364,ME,1,0,0,0,1,0,0,0,0,0,0,0,1,13.0,18.0,ME,0.7222222222222222,0.10557179862029056,0.3167153958608717,0.4055068263613505,0.6166504236019317,101.5,100.5,4364,<generator object <genexpr> at 0x7f6fbe722a50>
105,4401,ME,146,1,5,10,130,31,31,26,13,0,0,57,76,366.0,403.0,ME,0.9081885856079405,0.01438413781887982,0.04315241345663946,0.865036172151301,0.8938044477890607,42.0,29.0,4401,<generator object <genexpr> at 0x7f6fbe722a50>
106,4402,ME,6,0,0,1,5,3,1,0,0,0,0,1,5,,,,,,,,,,,,
107,4412,ME,1,0,0,1,0,0,1,0,0,0,0,0,1,10.0,13.0,ME,0.7692307692307693,0.1168545423558077,0.35056362706742306,0.4186671421633462,0.6523762268749616,92.5,95.5,4412,<generator object <genexpr> at 0x7f6fbe722a50>
108,4413,ME,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,ME,1.0,0.0,0.0,1.0,1.0,,,4413,<generator object <genexpr> at 0x7f6fbe722a50>
109,4414,ME,5,0,1,3,1,0,4,0,0,0,0,0,5,3.0,4.0,ME,0.75,0.21650635094610965,0.649519052838329,0.100480947161671,0.5334936490538904,,,4414,<generator object <genexpr> at 0x7f6fbe722a50>
110,4418,ME,1,0,0,0,1,0,1,0,0,0,0,1,0,11.0,12.0,ME,0.9166666666666666,0.0797855923130282,0.2393567769390846,0.677309889727582,0.8368810743536385,36.0,45.5,4418,<generator object <genexpr> at 0x7f6fbe722a50>
111,4422,ME,2,0,0,0,2,0,1,1,0,0,0,1,1,2.0,4.0,ME,0.5,0.25,0.75,-0.25,0.25,,,4422,<generator object <genexpr> at 0x7f6fbe722a50>
112,4426,ME,6,0,0,3,3,0,3,0,0,0,0,0,6,6.0,7.0,ME,0.8571428571428571,0.13226001425322165,0.39678004275966494,0.46036281438319215,0.7248828428896354,,,4426,<generator object <genexpr> at 0x7f6fbe722a50>
113,4428,ME,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
114,4434,ME,2,0,0,0,2,0,2,0,0,0,0,1,1,2.0,5.0,ME,0.4,0.21908902300206645,0.6572670690061994,-0.25726706900619933,0.18091097699793357,,,4434,<generator object <genexpr> at 0x7f6fbe722a50>
115,4441,ME,2,0,0,1,1,1,1,0,0,0,0,1,1,4.0,6.0,ME,0.6666666666666666,0.19245008972987526,0.5773502691896257,0.0893163974770409,0.47421657693679137,,,4441,<generator object <genexpr> at 0x7f6fbe722a50>
116,4443,ME,1,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4.0,ME,0.5,0.25,0.75,-0.25,0.25,,,4443,<generator object <genexpr> at 0x7f6fbe722a50>
117,4444,ME,4,1,0,0,3,1,2,0,0,0,0,1,3,11.0,14.0,ME,0.7857142857142857,0.10966421051124836,0.3289926315337451,0.4567216541805406,0.6760500752030374,88.5,92.5,4444,<generator object <genexpr> at 0x7f6fbe722a50>
118,4449,ME,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0,3.0,ME,0.6666666666666666,0.2721655269759087,0.816496580927726,-0.1498299142610594,0.39450113969075795,,,4449,<generator object <genexpr> at 0x7f6fbe722a50>
119,4453,ME,2,0,0,1,1,1,1,0,0,0,0,1,1,1.0,1.0,ME,1.0,0.0,0.0,1.0,1.0,,,4453,<generator object <genexpr> at 0x7f6fbe722a50>
120,4455,ME,1,0,1,0,0,0,1,0,0,0,0,1,0,3.0,4.0,ME,0.75,0.21650635094610965,0.649519052838329,0.100480947161671,0.5334936490538904,,,4455,<generator object <genexpr> at 0x7f6fbe722a50>
121,4457,ME,20,1,1,1,17,1,3,1,0,0,1,14,6,21.0,30.0,ME,0.7,0.08366600265340757,0.2509980079602227,0.44900199203977725,0.6163339973465924,105.0,102.0,4457,<generator object <genexpr> at 0x7f6fbe722a50>
122,4459,ME,1,0,0,0,1,0,0,0,0,0,0,1,0,4.0,7.0,ME,0.5714285714285714,0.1870439059165649,0.5611317177496946,0.010296853678876783,0.3843846655120065,,,4459,<generator object <genexpr> at 0x7f6fbe722a50>
123,4460,ME,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,
124,4461,ME,2,0,0,1,1,2,0,0,0,0,0,1,1,8.0,9.0,ME,0.8888888888888888,0.10475656017578482,0.31426968052735443,0.5746192083615345,0.784132328713104,,,4461,<generator object <genexpr> at 0x7f6fbe722a50>
125,4462,ME,4,0,0,0,4,0,1,0,1,0,0,3,0,9.0,11.0,ME,0.8181818181818182,0.11629129983033294,0.34887389949099884,0.4693079186908194,0.7018905183514853,78.0,86.0,4462,<generator object <genexpr> at 0x7f6fbe722a50>
126,4463,ME,2,0,0,1,1,0,1,0,0,0,0,2,0,3.0,3.0,ME,1.0,0.0,0.0,1.0,1.0,,,4463,<generator object <genexpr> at 0x7f6fbe722a50>
127,4468,ME,29,0,0,4,25,5,0,5,3,0,1,13,13,120.0,128.0,ME,0.9375,0.02139541240254555,0.06418623720763665,0.8733137627923634,0.9161045875974545,22.5,21.0,4468,<generator object <genexpr> at 0x7f6fbe722a50>
128,4473,ME,12,0,0,0,12,0,4,3,2,0,0,6,4,70.0,74.0,ME,0.9459459459459459,0.026286419598899314,0.07885925879669795,0.867086687149248,0.9196595263470466,18.0,20.0,4473,<generator object <genexpr> at 0x7f6fbe722a50>
129,4474,ME,2,0,0,0,2,0,1,0,0,0,0,1,1,2.0,2.0,ME,1.0,0.0,0.0,1.0,1.0,,,4474,<generator object <genexpr> at 0x7f6fbe722a50>
130,4475,ME,1,0,0,0,1,1,0,0,0,0,0,1,0,1.0,1.0,ME,1.0,0.0,0.0,1.0,1.0,,,4475,<generator object <genexpr> at 0x7f6fbe722a50>
